oid,id,Material,Fecha_instalacion,Diametro_pulgadas,Longitud_millas,Tiempo_vida,others
7117,segmento 7117,Hierro fundido,727850137,0.25,4.433001731,59.00858199,
7118,segmento 7118,Cloruro de polivinilo,78095737,6.0,9.620155865,27.30214005,
7119,segmento 7119,Cloruro de polivinilo,688876322,2.5,2.488468601,26.32785811,
7120,segmento 7120,Hierro ductil,284903788,4.0,1.365829481,48.838113,
7121,segmento 7121,Alta densidad plomo,1463649921,0.25,9.924799303,55.22667938,
7122,segmento 7122,Hierro Galvanizado/Polietileno de alta densidad,123375056,1.5,6.237958525,40.07540015,
7123,segmento 7123,Hierro Galvanizado/Polietileno de alta densidad,264543291,1.25,0.637248766,35.76355139,
7124,segmento 7124,Hierro fundido,559615857,0.75,9.918593096,65.2065296,
7125,segmento 7125,Hierro fundido,989894023,0.5,4.006779129,65.89583457,
7126,segmento 7126,Cloruro de polivinilo,711075734,1.0,2.514051389,21.76184427,
7127,segmento 7127,Plomo,477842300,5.0,4.821752865,39.98333839,
7128,segmento 7128,Cobre,1213695541,0.25,2.071474109,59.8413747,
7129,segmento 7129,Plomo,446322937,2.0,0.705388487,30.24589863,
7130,segmento 7130,Polietileno,1394505982,12.0,0.304077243,51.55896821,
7131,segmento 7131,Hierro Galvanizado/Polietileno de alta densidad,1109666139,5.0,0.330045383,58.49116267,
7132,segmento 7132,Hierro fundido,191776057,1.5,7.106384909,59.35303512,
7133,segmento 7133,Hierro ductil,616569005,1.5,7.531568197,56.16392807,
7134,segmento 7134,Hierro ductil,1602837737,0.25,0.337057485,59.52968614,
7135,segmento 7135,Cloruro de polivinilo,954014549,12.0,4.473365249,41.95747536,
7136,segmento 7136,Plomo,1533317144,6.0,6.395488665,62.22829287,
7137,segmento 7137,Hierro ductil,286926397,12.0,0.135602515,53.88264597,
7138,segmento 7138,Hierro ductil,1104973670,0.75,8.755741526,62.62997966,
7139,segmento 7139,Hierro ductil,1624178186,10.0,1.657897207,78.75622026,
7140,segmento 7140,Alta densidad plomo,186838233,6.0,3.231187064,39.99076715,
7141,segmento 7141,Hierro Galvanizado/Polietileno de alta densidad,16007120,6.0,1.453602507,40.76871534,
7142,segmento 7142,Alta densidad plomo,1574244258,10.0,7.857483022,72.67180172,
7143,segmento 7143,Hierro Galvanizado/Polietileno de alta densidad,973997289,3.0,4.946978375,58.1604059,
7144,segmento 7144,Alta densidad plomo,1268888715,0.25,8.458088379,50.16439141,
7145,segmento 7145,Alta densidad plomo,257831022,125.0,5.636607612,27.47571537,
7146,segmento 7146,Hierro ductil,35671138,0.25,7.23072696,37.68001105,
7147,segmento 7147,Alta densidad plomo,1190358302,2.0,8.368205543,57.37978796,
7148,segmento 7148,Hierro fundido,1455604590,10.0,5.891343932,91.3617083,
7149,segmento 7149,Hierro ductil,479879868,10.0,4.483954243,60.57244631,
7150,segmento 7150,Hierro ductil,489334260,1.25,3.206410768,48.20582109,
7151,segmento 7151,Cloruro de polivinilo,269395700,1.5,3.716441158,17.35591733,
7152,segmento 7152,Polietileno,1345341821,4.0,5.56903446,49.72320428,
7153,segmento 7153,Polietileno,1164429726,0.75,4.675100936,36.74410072,
7154,segmento 7154,Hierro fundido,1252708333,1.25,5.128784319,75.61111815,
7155,segmento 7155,Hierro Galvanizado/Polietileno de alta densidad,254119230,125.0,7.288062858,34.78989493,
7156,segmento 7156,Alta densidad plomo,657922864,0.75,4.195743622,38.37614392,
7157,segmento 7157,Plomo,236368992,3.0,7.027756089,35.27204223,
7158,segmento 7158,Alta densidad plomo,2969522,6.0,0.66939487,34.02259931,
7159,segmento 7159,Hierro Galvanizado/Polietileno de alta densidad,431488150,0.5,5.793442041,40.29117466,
7160,segmento 7160,Hierro fundido,1509998399,2.0,4.096622597,81.79891015,
7161,segmento 7161,Hierro ductil,510158992,4.0,6.118241354,57.77993503,
7162,segmento 7162,Hierro fundido,1572250007,1.5,1.585372608,79.15681442,
7163,segmento 7163,Cloruro de polivinilo,1418653106,4.0,1.210452024,40.954167,
7164,segmento 7164,Alta densidad plomo,696422030,2.5,5.337807984,46.48756668,
7165,segmento 7165,Plomo,1199647166,1.5,2.072523793,44.2270072,
7166,segmento 7166,Hierro fundido,294767430,0.25,8.028252097,54.6777512,
7167,segmento 7167,Hierro fundido,881741326,2.0,3.739742752,69.88767075,
7168,segmento 7168,Hierro ductil,368840876,375.0,0.781550161,38.54114843,
7169,segmento 7169,Plomo,795480846,0.5,3.604792498,33.34399577,
7170,segmento 7170,Hierro Galvanizado/Polietileno de alta densidad,1125272094,125.0,7.856827583,51.38089461,
7171,segmento 7171,Hierro ductil,1369871775,1.5,0.271982997,62.68078301,
7172,segmento 7172,Hierro Galvanizado/Polietileno de alta densidad,1501502466,12.0,2.168026192,72.55177474,
7173,segmento 7173,Hierro Galvanizado/Polietileno de alta densidad,850935897,3.0,0.931115063,51.84144594,
7174,segmento 7174,Hierro Galvanizado/Polietileno de alta densidad,1002471315,4.0,0.315987197,55.25614325,
7175,segmento 7175,Cloruro de polivinilo,466048424,0.25,3.409550685,13.16146504,
7176,segmento 7176,Hierro fundido,51578116,4.0,6.721155752,61.38632016,
7177,segmento 7177,Cloruro de polivinilo,1404252207,375.0,2.298015294,30.53794955,
7178,segmento 7178,Hierro fundido,54662510,0.25,3.938374894,46.13213821,
7179,segmento 7179,Polietileno,351451850,1.25,6.778835146,26.42216507,
7180,segmento 7180,Cloruro de polivinilo,938749815,1.0,2.313348003,25.7449916,
7181,segmento 7181,Alta densidad plomo,1004564678,12.0,0.132442069,55.64494573,
7182,segmento 7182,Polietileno,1410351990,2.5,2.74390843,45.56477928,
7183,segmento 7183,Plomo,212730202,5.0,1.204129119,31.45498225,
7184,segmento 7184,Hierro ductil,1349211793,2.5,2.277910428,66.8271304,
7185,segmento 7185,Hierro fundido,823721352,0.25,2.347750635,58.66489795,
7186,segmento 7186,Cloruro de polivinilo,838579575,0.25,5.776122585,22.40107422,
7187,segmento 7187,Polietileno,1408993938,8.0,8.718007029,57.82425399,
7188,segmento 7188,Alta densidad plomo,1110301915,125.0,2.66013356,40.14219035,
7189,segmento 7189,Alta densidad plomo,604363287,0.25,2.241421235,31.6673669,
7190,segmento 7190,Plomo,39755516,2.5,1.381089274,24.70352187,
7191,segmento 7191,Hierro Galvanizado/Polietileno de alta densidad,372697825,1.5,0.376066371,38.73819465,
7192,segmento 7192,Polietileno,1370150882,0.5,5.222284776,39.82907647,
7193,segmento 7193,Cobre,287810144,12.0,3.338790056,62.84872268,
7194,segmento 7194,Polietileno,1464521466,3.0,9.905435953,55.04457271,
7195,segmento 7195,Plomo,1282064738,0.75,6.030256491,45.98999665,
7196,segmento 7196,Hierro Galvanizado/Polietileno de alta densidad,424367088,8.0,8.156172207,56.29684726,
7197,segmento 7197,Polietileno,516586285,0.75,8.691615634,28.89032845,
7198,segmento 7198,Alta densidad plomo,466628763,1.25,0.740495129,33.86897623,
7199,segmento 7199,Polietileno,1557268550,1.25,8.382308388,50.21125182,
7200,segmento 7200,Cobre,295584633,1.5,0.866977968,49.24487985,
7201,segmento 7201,Hierro fundido,3682087,125.0,9.608195374,49.67193437,
7202,segmento 7202,Polietileno,979009553,1.0,6.965425012,36.89853618,
7203,segmento 7203,Alta densidad plomo,880219691,0.25,7.447091496,41.99734874,
7204,segmento 7204,Polietileno,473074401,125.0,9.728050783,24.13724945,
7205,segmento 7205,Polietileno,69104403,1.25,7.06311092,21.51824286,
7206,segmento 7206,Cobre,419680834,1.0,6.3009636,54.51531195,
7207,segmento 7207,Cloruro de polivinilo,1278647606,1.0,9.078759849,38.82789622,
7208,segmento 7208,Plomo,613176753,8.0,7.086403479,47.2590417,
7209,segmento 7209,Cobre,208983690,375.0,6.200360148,46.789942,
7210,segmento 7210,Hierro fundido,132257283,10.0,8.993934684,70.16537484,
7211,segmento 7211,Hierro fundido,337181428,12.0,8.568312161,74.75306454,
7212,segmento 7212,Cloruro de polivinilo,570268834,0.5,0.886385359,15.02894665,
7213,segmento 7213,Hierro Galvanizado/Polietileno de alta densidad,1314822297,0.25,9.730403573,58.00835105,
7214,segmento 7214,Cobre,591865440,125.0,6.027328284,51.15459471,
7215,segmento 7215,Cloruro de polivinilo,1333370169,10.0,4.885431295,48.09830676,
7216,segmento 7216,Hierro fundido,1280889041,1.25,6.56669072,77.58166231,
7217,segmento 7217,Polietileno,1330700008,12.0,8.546900269,58.71195402,
7218,segmento 7218,Cobre,1567319040,1.0,1.362089577,70.62633252,
7219,segmento 7219,Hierro fundido,337157976,5.0,6.711542993,67.87710895,
7220,segmento 7220,Polietileno,1375288392,125.0,5.054928934,36.00448531,
7221,segmento 7221,Hierro fundido,701926305,0.25,4.836780196,58.93981912,
7222,segmento 7222,Hierro ductil,571413991,8.0,9.192571257,65.76151614,
7223,segmento 7223,Polietileno,526934247,1.25,7.235336127,30.10959042,
7224,segmento 7224,Plomo,1335896965,3.0,6.744717079,55.20140078,
7225,segmento 7225,Plomo,1419295390,0.25,0.500913701,39.1778417,
7226,segmento 7226,Polietileno,287301869,1.25,5.406052588,23.85609326,
7227,segmento 7227,Hierro ductil,1062109828,4.0,9.070884934,70.91023765,
7228,segmento 7228,Hierro fundido,427911575,10.0,4.044102093,70.60126501,
7229,segmento 7229,Hierro ductil,6881703,2.0,1.063564255,39.67124863,
7230,segmento 7230,Hierro fundido,1530957742,8.0,8.140469129,93.76894942,
7231,segmento 7231,Alta densidad plomo,875278171,1.5,3.784006464,45.70641106,
7232,segmento 7232,Cloruro de polivinilo,1542159573,3.0,4.887994398,45.6895715,
7233,segmento 7233,Alta densidad plomo,462347262,1.0,5.949072847,37.80144877,
7234,segmento 7234,Plomo,896587454,12.0,2.175827478,50.00948172,
7235,segmento 7235,Cobre,121114280,4.0,9.261441583,59.5164296,
7236,segmento 7236,Polietileno,1451264378,4.0,0.646840275,46.69871905,
7237,segmento 7237,Cobre,329277323,0.5,7.508571953,51.57301408,
7238,segmento 7238,Hierro ductil,1100796348,10.0,5.616944172,73.13267557,
7239,segmento 7239,Cobre,764077327,1.0,2.199557675,56.70434339,
7240,segmento 7240,Cobre,517450785,12.0,1.375193805,65.08732612,
7241,segmento 7241,Cloruro de polivinilo,1333635502,0.5,5.588256553,33.81310952,
7242,segmento 7242,Hierro ductil,1476720025,1.5,2.473805573,66.86929355,
7243,segmento 7243,Cobre,672968576,0.75,3.348400949,54.93972072,
7244,segmento 7244,Cobre,1244039918,1.0,9.26605857,72.6665251,
7245,segmento 7245,Hierro ductil,684683497,375.0,0.591573079,44.15614385,
7246,segmento 7246,Alta densidad plomo,1547673657,0.5,1.969292655,51.23562369,
7247,segmento 7247,Cloruro de polivinilo,568640296,12.0,1.909320637,32.28227329,
7248,segmento 7248,Cobre,875759678,4.0,6.353244922,70.45331126,
7249,segmento 7249,Polietileno,186442661,2.0,0.355336281,19.4000232,
7250,segmento 7250,Hierro fundido,829691819,1.5,9.243981964,73.24055757,
7251,segmento 7251,Cobre,907519860,2.5,6.383654195,68.5679512,
7252,segmento 7252,Alta densidad plomo,875489196,375.0,2.938066469,38.60580599,
7253,segmento 7253,Hierro Galvanizado/Polietileno de alta densidad,1554852785,8.0,3.280691743,72.15654604,
7254,segmento 7254,Hierro Galvanizado/Polietileno de alta densidad,783244254,1.25,7.596579541,52.32970074,
7255,segmento 7255,Alta densidad plomo,217995834,0.5,5.65299275,30.50988034,
7256,segmento 7256,Cloruro de polivinilo,1541778259,0.75,5.316907007,38.61580596,
7257,segmento 7257,Cobre,1223197842,1.25,6.839531415,71.08229776,
7258,segmento 7258,Hierro ductil,837520064,0.25,1.013641324,46.14243614,
7259,segmento 7259,Polietileno,759172977,10.0,9.784987098,48.20479632,
7260,segmento 7260,Hierro Galvanizado/Polietileno de alta densidad,1298680107,0.25,2.340409199,50.24692972,
7261,segmento 7261,Cobre,1395482989,4.0,9.629715675,83.31819625,
7262,segmento 7262,Hierro fundido,710766324,0.25,9.509198698,63.82196101,
7263,segmento 7263,Hierro Galvanizado/Polietileno de alta densidad,420823023,12.0,4.774773267,55.31613372,
7264,segmento 7264,Hierro Galvanizado/Polietileno de alta densidad,993026907,8.0,7.171366324,65.75712946,
7265,segmento 7265,Alta densidad plomo,924873185,1.0,0.904420698,41.20956251,
7266,segmento 7266,Alta densidad plomo,168720329,2.5,4.712753865,36.15419444,
7267,segmento 7267,Hierro Galvanizado/Polietileno de alta densidad,719605928,1.5,1.517626438,46.26932827,
7268,segmento 7268,Polietileno,870363123,4.0,4.248566572,39.65672716,
7269,segmento 7269,Hierro Galvanizado/Polietileno de alta densidad,1500032444,1.25,7.912480849,65.82722726,
7270,segmento 7270,Hierro ductil,210739015,375.0,4.639671866,39.53147583,
7271,segmento 7271,Plomo,1014577476,0.5,3.658988567,37.42691745,
7272,segmento 7272,Plomo,229346013,1.5,2.181379434,26.49759203,
7273,segmento 7273,Cobre,1091022791,3.0,7.309607419,74.12703142,
7274,segmento 7274,Polietileno,931077953,375.0,4.055582878,29.3280603,
7275,segmento 7275,Cobre,519215076,6.0,7.200532773,67.25394408,
7276,segmento 7276,Hierro Galvanizado/Polietileno de alta densidad,171537054,4.0,9.869299205,49.62889842,
7277,segmento 7277,Cloruro de polivinilo,807522641,12.0,2.607942736,37.37989854,
7278,segmento 7278,Hierro ductil,201841659,1.25,7.378977323,47.13486963,
7279,segmento 7279,Polietileno,78785827,3.0,2.479854153,22.06668738,
7280,segmento 7280,Alta densidad plomo,1353970698,1.25,1.069907839,50.51584868,
7281,segmento 7281,Cloruro de polivinilo,314414388,1.0,0.132627457,12.06358988,
7282,segmento 7282,Polietileno,325123777,125.0,4.185851633,15.81893777,
7283,segmento 7283,Hierro ductil,397870297,1.25,8.646016319,52.01877101,
7284,segmento 7284,Alta densidad plomo,1480186576,4.0,1.502856698,59.52369958,
7285,segmento 7285,Polietileno,711543579,1.25,7.802663217,34.07676365,
7286,segmento 7286,Plomo,509898951,10.0,4.870208907,44.37165809,
7287,segmento 7287,Plomo,545043986,12.0,5.55523322,46.95975721,
7288,segmento 7288,Cloruro de polivinilo,584231566,3.0,8.777018436,32.00599343,
7289,segmento 7289,Hierro fundido,1338838591,12.0,3.642108663,88.19296442,
7290,segmento 7290,Hierro ductil,129217822,0.25,1.817803842,33.93230472,
7291,segmento 7291,Polietileno,195749453,2.5,3.977037731,24.47941654,
7292,segmento 7292,Cloruro de polivinilo,1009205082,12.0,6.133085072,44.6486598,
7293,segmento 7293,Alta densidad plomo,937300466,1.5,5.684759177,48.7666677,
7294,segmento 7294,Alta densidad plomo,1585659705,3.0,3.876378091,62.61036112,
7295,segmento 7295,Polietileno,924585463,1.0,2.711131535,31.60066164,
7296,segmento 7296,Cobre,760565873,125.0,0.882542307,49.05946537,
7297,segmento 7297,Cloruro de polivinilo,421293407,0.75,1.292192713,13.94988092,
7298,segmento 7298,Hierro ductil,373423142,12.0,5.081105776,60.46838067,
7299,segmento 7299,Alta densidad plomo,1569704433,0.75,2.942629872,53.87383712,
7300,segmento 7300,Cobre,711686622,8.0,2.147598672,66.93863572,
7301,segmento 7301,Cloruro de polivinilo,479853195,10.0,1.662021709,29.15009044,
7302,segmento 7302,Cobre,225735706,375.0,2.747617832,43.61031594,
7303,segmento 7303,Alta densidad plomo,287097849,8.0,2.161080943,42.00316455,
7304,segmento 7304,Hierro Galvanizado/Polietileno de alta densidad,183255793,6.0,0.235000245,42.61273695,
7305,segmento 7305,Cobre,1421009135,2.5,8.922429424,80.57307398,
7306,segmento 7306,Hierro fundido,1270049134,0.5,8.575837085,75.66180711,
7307,segmento 7307,Hierro fundido,808191664,0.25,2.983536129,59.02158606,
7308,segmento 7308,Cloruro de polivinilo,1114803298,125.0,8.973857299,29.45959166,
7309,segmento 7309,Plomo,760622974,8.0,2.878166355,45.7191542,
7310,segmento 7310,Plomo,477903211,1.0,1.949390615,28.33308225,
7311,segmento 7311,Cobre,267066291,12.0,6.452212705,65.61221011,
7312,segmento 7312,Cloruro de polivinilo,733289550,8.0,1.091824063,31.98366081,
7313,segmento 7313,Cobre,1115816556,2.0,9.044079502,73.83486661,
7314,segmento 7314,Cloruro de polivinilo,8706691,0.75,3.071024506,8.161110811,
7315,segmento 7315,Polietileno,1434523425,2.0,1.6356272,43.63970469,
7316,segmento 7316,Hierro fundido,497066597,10.0,9.308396556,77.19017659,
7317,segmento 7317,Hierro fundido,1561640515,0.25,8.948307076,78.89906227,
7318,segmento 7318,Alta densidad plomo,1356518167,0.25,2.281845837,45.5368647,
7319,segmento 7319,Polietileno,466213462,0.75,2.516268874,21.7264802,
7320,segmento 7320,Polietileno,332701252,6.0,1.788908508,29.78709798,
7321,segmento 7321,Cobre,1307801952,2.5,4.7990286,74.32666382,
7322,segmento 7322,Alta densidad plomo,349444228,8.0,8.004129028,49.05149616,
7323,segmento 7323,Cobre,954041918,2.0,7.355721056,69.15516334,
7324,segmento 7324,Plomo,860728380,6.0,5.930557847,49.39285541,
7325,segmento 7325,Hierro ductil,1216471179,5.0,5.238511836,71.12714819,
7326,segmento 7326,Cloruro de polivinilo,357229111,0.25,1.413462417,9.144528176,
7327,segmento 7327,Hierro fundido,249175204,1.0,4.708098227,55.48582932,
7328,segmento 7328,Cloruro de polivinilo,1156594783,12.0,8.13670376,49.382335,
7329,segmento 7329,Plomo,1227844701,2.5,5.455795318,50.66287601,
7330,segmento 7330,Hierro fundido,293439934,125.0,2.786177904,48.10832024,
7331,segmento 7331,Cobre,1332374975,0.25,9.104617883,69.12752865,
7332,segmento 7332,Hierro ductil,36234312,10.0,0.692915738,48.58651552,
7333,segmento 7333,Cloruro de polivinilo,1416427697,1.25,9.632924063,43.1707995,
7334,segmento 7334,Hierro fundido,688826891,12.0,2.027702677,74.61152918,
7335,segmento 7335,Plomo,1431255539,1.25,4.840451594,50.03110538,
7336,segmento 7336,Polietileno,226613406,10.0,4.555565836,33.13123434,
7337,segmento 7337,Hierro fundido,1503751999,8.0,4.040559485,89.1274382,
7338,segmento 7338,Hierro Galvanizado/Polietileno de alta densidad,492273200,125.0,2.465572108,34.29724706,
7339,segmento 7339,Hierro ductil,836737538,0.5,0.608431623,48.21874635,
7340,segmento 7340,Hierro fundido,939905760,8.0,8.208511241,82.97095444,
7341,segmento 7341,Alta densidad plomo,398684828,1.0,0.20414143,30.82802872,
7342,segmento 7342,Alta densidad plomo,879813839,1.5,2.495186578,44.48796283,
7343,segmento 7343,Cobre,1123206760,0.75,0.564687081,60.40569558,
7344,segmento 7344,Polietileno,1114426654,125.0,1.129538765,27.24339855,
7345,segmento 7345,Hierro fundido,186663002,10.0,5.344089413,67.47893312,
7346,segmento 7346,Hierro ductil,44595804,12.0,5.97503068,55.32571449,
7347,segmento 7347,Alta densidad plomo,479927376,2.5,9.415588412,46.62619699,
7348,segmento 7348,Cobre,685179239,1.5,8.233146751,63.84830526,
7349,segmento 7349,Cobre,255771105,0.5,5.23271536,47.92272815,
7350,segmento 7350,Hierro Galvanizado/Polietileno de alta densidad,367344509,3.0,6.268094971,48.34131586,
7351,segmento 7351,Cloruro de polivinilo,1444836452,1.5,9.970788587,45.28438298,
7352,segmento 7352,Cobre,1578452850,5.0,2.968421556,81.20358957,
7353,segmento 7353,Cloruro de polivinilo,900777110,10.0,1.125786511,36.34729132,
7354,segmento 7354,Cloruro de polivinilo,1561600751,4.0,5.24277489,47.65536938,
7355,segmento 7355,Plomo,957804593,8.0,9.627088152,56.16150895,
7356,segmento 7356,Cloruro de polivinilo,857635026,125.0,2.40760817,18.09887641,
7357,segmento 7357,Hierro ductil,1621081682,125.0,8.760406753,67.12354188,
7358,segmento 7358,Alta densidad plomo,35236586,0.75,5.694243106,28.44144631,
7359,segmento 7359,Cloruro de polivinilo,1116340255,3.0,8.834637774,41.84722343,
7360,segmento 7360,Cobre,894088810,2.0,9.152884279,69.86821814,
7361,segmento 7361,Hierro Galvanizado/Polietileno de alta densidad,1517358630,8.0,4.84967621,73.05203398,
7362,segmento 7362,Hierro ductil,334503936,2.5,2.326285605,48.22018904,
7363,segmento 7363,Polietileno,1599742079,375.0,7.962565981,45.56816221,
7364,segmento 7364,Alta densidad plomo,381216024,5.0,2.424831244,41.49997887,
7365,segmento 7365,Cloruro de polivinilo,760836993,4.0,9.811654244,37.54804072,
7366,segmento 7366,Plomo,18876031,125.0,7.270665857,19.01871154,
7367,segmento 7367,Hierro ductil,850416919,2.5,7.175291932,62.60343941,
7368,segmento 7368,Hierro Galvanizado/Polietileno de alta densidad,600153341,5.0,1.649520043,50.45637109,
7369,segmento 7369,Cobre,129463086,2.5,7.929757842,55.82479062,
7370,segmento 7370,Hierro fundido,1549974914,1.25,8.558695854,84.54103889,
7371,segmento 7371,Alta densidad plomo,204245036,12.0,9.32230256,50.21344001,
7372,segmento 7372,Hierro ductil,514398918,10.0,9.380889608,66.15349204,
7373,segmento 7373,Plomo,1463675006,0.25,4.421282983,43.95374747,
7374,segmento 7374,Hierro Galvanizado/Polietileno de alta densidad,857968545,0.75,4.052976146,47.62413901,
7375,segmento 7375,Hierro fundido,265461334,0.25,8.607344556,54.72388892,
7376,segmento 7376,Plomo,524432528,4.0,6.176842243,40.9586953,
7377,segmento 7377,Hierro Galvanizado/Polietileno de alta densidad,705333740,1.5,3.987334676,48.50158323,
7378,segmento 7378,Alta densidad plomo,26660612,12.0,5.020289315,42.60301225,
7379,segmento 7379,Hierro ductil,218707856,2.5,9.866864961,53.70797914,
7380,segmento 7380,Hierro ductil,168726839,125.0,3.26772773,34.8732632,
7381,segmento 7381,Hierro fundido,1105085065,2.5,3.730421581,75.23451838,
7382,segmento 7382,Alta densidad plomo,52017388,10.0,2.95738181,39.73546164,
7383,segmento 7383,Plomo,94603033,1.5,4.173106578,26.03213466,
7384,segmento 7384,Alta densidad plomo,257850963,375.0,2.924612339,27.23669283,
7385,segmento 7385,Alta densidad plomo,305075331,375.0,9.207346077,34.4511272,
7386,segmento 7386,Hierro fundido,1301049363,4.0,5.680017111,83.30668789,
7387,segmento 7387,Hierro fundido,542932013,3.0,7.298722793,69.75345691,
7388,segmento 7388,Alta densidad plomo,716544903,1.0,9.855731291,46.42109255,
7389,segmento 7389,Plomo,1568414477,5.0,2.961080924,58.15447248,
7390,segmento 7390,Hierro Galvanizado/Polietileno de alta densidad,254487887,12.0,5.011055599,52.49666551,
7391,segmento 7391,Hierro ductil,1522270900,8.0,6.626501877,80.65140712,
7392,segmento 7392,Cloruro de polivinilo,272705485,10.0,5.145521488,28.86028453,
7393,segmento 7393,Polietileno,1309497314,1.0,0.424663774,36.36785482,
7394,segmento 7394,Hierro ductil,371386108,0.25,1.299335852,37.86095938,
7395,segmento 7395,Hierro fundido,1441163112,10.0,3.891533226,89.07618519,
7396,segmento 7396,Hierro Galvanizado/Polietileno de alta densidad,713524965,4.0,5.835641934,55.51915918,
7397,segmento 7397,Hierro Galvanizado/Polietileno de alta densidad,1513159054,2.0,0.724879465,61.30836175,
7398,segmento 7398,Alta densidad plomo,836725746,10.0,5.215980787,56.4440482,
7399,segmento 7399,Polietileno,375791019,0.25,7.546426539,21.39499515,
7400,segmento 7400,Hierro Galvanizado/Polietileno de alta densidad,850336891,0.5,0.914459653,43.06360934,
7401,segmento 7401,Hierro fundido,1518654439,0.5,4.146444711,75.75838023,
7402,segmento 7402,Plomo,488401199,1.25,3.846420567,31.69228378,
7403,segmento 7403,Alta densidad plomo,1559842809,10.0,1.160087578,65.64197949,
7404,segmento 7404,Hierro ductil,957534958,0.5,9.824669198,59.74898558,
7405,segmento 7405,Cobre,1581243907,0.75,2.233328583,70.5123861,
7406,segmento 7406,Cloruro de polivinilo,1316889241,0.5,7.993449298,35.9347105,
7407,segmento 7407,Plomo,521326297,5.0,5.716238002,41.68632921,
7408,segmento 7408,Hierro fundido,701446742,125.0,8.886017507,61.77114086,
7409,segmento 7409,Alta densidad plomo,1540533502,10.0,4.964077044,69.12938385,
7410,segmento 7410,Hierro Galvanizado/Polietileno de alta densidad,171207659,10.0,5.042727065,49.74751697,
7411,segmento 7411,Cloruro de polivinilo,66987116,2.5,2.811152595,15.22012258,
7412,segmento 7412,Cloruro de polivinilo,629400454,4.0,8.586620088,33.89411974,
7413,segmento 7413,Cobre,365124132,0.5,6.099062426,50.80832485,
7414,segmento 7414,Alta densidad plomo,868228279,1.25,1.762748471,42.28512126,
7415,segmento 7415,Polietileno,495263207,1.5,9.905271467,33.47421022,
7416,segmento 7416,Polietileno,1062374371,1.5,9.421589192,43.41220525,
7417,segmento 7417,Plomo,1523845791,6.0,7.096109594,62.7618562,
7418,segmento 7418,Cobre,527291396,2.5,5.45652728,60.64080871,
7419,segmento 7419,Alta densidad plomo,82436505,1.0,7.722532002,32.60801215,
7420,segmento 7420,Hierro fundido,1091803376,2.5,9.999443225,81.32267438,
7421,segmento 7421,Cloruro de polivinilo,1594236328,1.25,3.714603961,40.46178036,
7422,segmento 7422,Hierro fundido,1225243940,125.0,0.486015709,62.91650917,
7423,segmento 7423,Plomo,722854392,1.0,0.125554015,30.99434738,
7424,segmento 7424,Plomo,514027904,2.0,8.395699762,39.25867241,
7425,segmento 7425,Plomo,337849929,10.0,1.675746242,37.98173882,
7426,segmento 7426,Hierro fundido,1374567748,8.0,3.220647016,85.92414027,
7427,segmento 7427,Alta densidad plomo,1517416124,0.75,7.725548729,57.74372704,
7428,segmento 7428,Hierro Galvanizado/Polietileno de alta densidad,1203961945,12.0,0.542263592,65.43919017,
7429,segmento 7429,Cobre,1251724595,4.0,4.537894001,75.53188711,
7430,segmento 7430,Alta densidad plomo,1425891528,6.0,1.224725627,60.74452319,
7431,segmento 7431,Plomo,340016633,1.25,6.336881555,31.47979202,
7432,segmento 7432,Hierro Galvanizado/Polietileno de alta densidad,1280401013,1.25,7.552611684,61.42571234,
7433,segmento 7433,Hierro ductil,1193222006,6.0,8.577127653,75.32204216,
7434,segmento 7434,Cobre,680057423,10.0,6.02265919,71.52132293,
7435,segmento 7435,Cobre,402516866,2.5,9.519050443,62.45033839,
7436,segmento 7436,Hierro ductil,1521999294,3.0,8.031474359,77.06557766,
7437,segmento 7437,Alta densidad plomo,669555937,5.0,1.578101865,45.94593998,
7438,segmento 7438,Hierro fundido,448321375,3.0,7.300112053,68.0154062,
7439,segmento 7439,Alta densidad plomo,201723020,6.0,8.943028534,46.03396668,
7440,segmento 7440,Hierro ductil,1028694592,125.0,5.677944623,53.11867288,
7441,segmento 7441,Hierro fundido,76023597,2.0,6.410192059,57.77165527,
7442,segmento 7442,Cobre,930325872,2.5,2.121276023,64.68181625,
7443,segmento 7443,Hierro ductil,765668094,1.0,1.289718954,50.10027555,
7444,segmento 7444,Polietileno,915230880,5.0,9.04085357,46.57233255,
7445,segmento 7445,Polietileno,374009834,1.0,6.624442369,25.43095023,
7446,segmento 7446,Alta densidad plomo,3161372,12.0,4.228020764,41.37069816,
7447,segmento 7447,Cloruro de polivinilo,365933836,1.5,0.744265512,16.12861151,
7448,segmento 7448,Hierro fundido,432602599,6.0,6.486990024,70.6550749,
7449,segmento 7449,Polietileno,73728353,8.0,1.187718711,25.6685164,
7450,segmento 7450,Hierro ductil,1410384133,125.0,6.370308374,60.83554335,
7451,segmento 7451,Polietileno,1340995418,2.5,1.825619098,43.3620663,
7452,segmento 7452,Hierro ductil,121274431,8.0,2.643244194,50.87004047,
7453,segmento 7453,Cloruro de polivinilo,1441749803,10.0,6.466967505,51.6884205,
7454,segmento 7454,Hierro ductil,6098148,125.0,4.034845816,32.65813716,
7455,segmento 7455,Cloruro de polivinilo,527362841,1.25,7.047938564,24.21389412,
7456,segmento 7456,Polietileno,223653865,125.0,2.956662967,12.7117686,
7457,segmento 7457,Cloruro de polivinilo,1445266170,0.75,7.57372731,39.12100951,
