ubicación,Genero,edad,Nombre_auto,Año_vehiculo,Millas_auto,Precio_auto,Precio_poliza,Tipo_poliza
zona 1 fuera de la ciudad,Masculino,49, Ford Mustang,2011,49833,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,50, Nissan Frontier Crew Cab,2020,57642,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,44, Kia Sportage,2011,22406,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,69, Toyota Camry,2014,12380,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,42, GMC Sierra  Regular Cab,2014,70896,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,62, Subaru Crosstrek,2011,41887,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,65, BMW X,2010,65274,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,76, Hyundai Santa Fe Sport,2018,25477,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,30, Nissan Maxima,2018,67191,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,85, Toyota Corolla,2017,29701,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,41, Jeep Compass,2022,32089,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,22, Jeep Compass,2013,27522,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,22, Nissan Frontier Crew Cab,2016,57642,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,24, Volkswagen Jetta,2014,13689,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,52, Volkswagen Passat,2016,30384,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,21, Hyundai Santa Fe Sport,2010,35575,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,84, Jeep Compass,2016,27522,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,57, Subaru Crosstrek,2014,41887,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,66, Volkswagen Passat,2013,30384,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,76, Nissan Frontier Crew Cab,2014,32889,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,67, Lexus ES,2018,47441,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,56, Kia Sportage,2020,22406,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,56, Jeep Compass,2012,27522,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,75, Toyota C-HR,2011,34323,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,63, Honda Civic,2018,15552,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,78, Hyundai Santa Fe Sport,2019,35575,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,83, Jeep Compass,2017,30723,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,80, Ford Mustang,2017,49833,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,88, Chevrolet Tahoe,2020,94418,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,54, BMW X,2015,65274,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,76, Chevrolet Tahoe,2022,94418,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,55, Toyota C-HR,2013,43622,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,85, Volkswagen Beetle,2012,92417,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,60, Subaru Crosstrek,2016,41887,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,22, Volkswagen Jetta,2019,15489,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,74, Kia Sportage,2016,22406,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,40, Toyota Camry,2020,12380,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,70, Honda Civic,2012,31493,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,21, Jeep Compass,2016,32644,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,32, GMC Sierra  Regular Cab,2019,70896,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,48, Toyota Corolla,2020,49963,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,62, Mercedes-Benz CLA,2015,61774,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,68, Chevrolet Equinox,2015,31459,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,20, Jeep Compass,2010,32644,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,43, Toyota C-HR,2022,43622,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,40, Nissan Murano,2012,48497,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,28, Hyundai Tucson,2019,10645,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,61, Ford Mustang,2011,65691,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,76, Toyota C-HR,2011,34323,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,87, GMC Terrain,2010,74507,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,68, Honda Civic,2014,15552,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,79, Honda CR-V,2016,63054,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,66, Honda Civic,2022,27659,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,23, Chevrolet Equinox,2010,27634,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,72, Jeep Compass,2010,27522,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,56, Chevrolet Equinox,2013,31459,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,28, Hyundai Venue,2011,14291,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,69, Honda Odyssey,2016,70739,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,40, Honda Civic,2019,15552,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,59, Ford Mustang,2022,49833,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,49, Chevrolet Tahoe,2022,94418,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,24, Toyota Corolla,2016,39942,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,79, Volkswagen Passat,2022,30384,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,36, Jeep Compass,2018,30723,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,40, Nissan Frontier Crew Cab,2022,32889,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,73, Toyota Corolla,2012,49963,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,51, Nissan Murano,2019,48497,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,24, Volkswagen Golf GTI,2010,56477,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,46, GMC Terrain,2017,74507,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,70, Mercedes-Benz CLA,2015,61774,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,58, Nissan Frontier Crew Cab,2017,57642,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,39, Subaru Crosstrek,2016,41887,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,46, Dodge Durango,2021,102053,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,74, Lexus ES,2015,47441,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,55, Honda Civic,2012,15552,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,49, Toyota C-HR,2016,34323,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,85, Jeep Compass,2011,27522,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,58, Volkswagen Jetta,2011,15489,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,58, BMW  Series,2022,53740,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,36, Honda Civic,2018,49238,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,81, Subaru Crosstrek,2019,48570,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,25, Nissan Frontier King Cab,2022,38843,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,18, MAZDA CX-,2012,16342,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,30, BMW  Series,2020,24167,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,78, GMC Sierra  Regular Cab,2019,70896,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,28, Volkswagen Jetta,2016,13689,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,42, Nissan Frontier King Cab,2021,38843,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,78, Lexus LS,2022,90571,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,56, Mercedes-Benz CLA,2015,61774,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,89, GMC Sierra  Regular Cab,2010,70896,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,81, Jeep Compass,2019,30723,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,37, Subaru Crosstrek,2017,48570,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,68, Hyundai Tucson,2019,10645,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,82, Jeep Compass,2019,27522,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,39, Subaru Crosstrek,2010,41887,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,39, GMC Sierra  Regular Cab,2011,70896,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,61, Volvo XC,2014,52050,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,37, Ford Mustang,2017,65691,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,80, Cadillac SRX,2018,44118,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,79, Lexus LS,2018,90571,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,49, Dodge Challenger,2018,76767,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,55, FIAT  Spider,2013,24212,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,73, Audi A,2014,51915,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,74, Nissan Maxima,2022,67191,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,67, Mercedes-Benz CLA,2011,61774,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,79, Mercedes-Benz E-Class,2014,75458,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,21, Honda Civic,2019,15552,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,86, Chevrolet Tahoe,2010,94418,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,49, Kia Sportage,2011,35492,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,73, GMC Sierra  Regular Cab,2017,70896,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,42, Chevrolet Equinox,2010,27634,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,86, Volkswagen Beetle,2022,92417,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,57, Honda Civic,2013,49238,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,27, GMC Sierra  Regular Cab,2010,70896,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,77, Honda CR-V,2016,36043,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,38, Volkswagen Golf GTI,2019,56477,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,39, Volkswagen Beetle,2020,92417,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,53, Lexus LS,2022,90571,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,46, Honda Civic,2020,27659,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,52, Volkswagen Jetta,2019,15489,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,75, Toyota C-HR,2016,43622,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,62, Toyota Corolla,2014,49963,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,72, Chevrolet Tahoe,2011,94418,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,30, Jeep Compass,2020,30723,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,46, Nissan Frontier King Cab,2021,38843,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,36, MAZDA CX-,2014,16342,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,90, Nissan Frontier Crew Cab,2010,32889,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,34, Honda Civic,2022,15552,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,57, Toyota Camry,2017,12380,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,19, Kia Sorento,2021,55843,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,59, Mercedes-Benz CLA,2013,61774,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,31, Jeep Compass,2022,32644,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,46, Dodge Durango,2022,102053,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,51, Volkswagen Passat,2021,30384,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,21, Nissan Frontier Crew Cab,2014,32889,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,71, Volkswagen Golf Alltrack,2010,64240,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,53, Jeep Compass,2012,27522,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,84, Jeep Compass,2010,27522,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,47, Audi A,2011,51915,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,78, Toyota C-HR,2017,34323,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,67, Mercedes-Benz E-Class,2010,75458,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,33, Nissan Murano,2021,48497,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,88, Volkswagen Jetta,2016,15489,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,89, Dodge Challenger,2014,76767,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,18, Honda Civic,2017,27659,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,56, Chevrolet Equinox,2014,27634,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,66, Cadillac SRX,2022,44118,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,52, Nissan Frontier Crew Cab,2012,32889,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,61, Jeep Compass,2010,30841,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,42, Toyota RAV,2017,52299,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,52, Honda Civic,2014,27418,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,86, Buick Regal Sportback,2011,26440,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,41, Chevrolet Equinox,2017,27634,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,81, Nissan Maxima,2013,67191,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,52, Toyota C-HR,2014,43622,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,84, Nissan Frontier King Cab,2015,38843,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,82, Lexus LS,2015,90571,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,19, Honda CR-V,2012,63054,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,85, Volvo XC,2016,52050,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,80, Mercedes-Benz E-Class,2019,75458,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,19, Honda Civic,2017,27659,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,61, Hyundai Santa Fe Sport,2021,35575,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,86, BMW  Series,2014,53740,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,27, MAZDA MAZDA,2022,26190,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,78, Ford Mustang,2014,65691,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,80, BMW  Series,2011,24167,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,37, Audi A,2018,51915,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,23, Hyundai Santa Fe Sport,2022,35575,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,29, Honda Civic,2021,27418,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,31, Subaru Outback,2011,73532,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,81, Kia Sportage,2019,35492,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,69, Toyota RAV,2013,52299,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,63, Chevrolet Equinox,2021,31459,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,40, Hyundai Venue,2010,14291,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,85, Nissan Frontier Crew Cab,2019,57642,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,33, Lexus LS,2014,90571,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,52, Jeep Compass,2017,30841,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,37, Hyundai Santa Fe Sport,2015,35575,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,48, GMC Sierra  Regular Cab,2018,70896,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,36, Kia Sportage,2016,35492,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,42, Hyundai Tucson,2020,44606,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,51, Subaru WRX,2011,92226,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,65, BMW X,2020,35706,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,52, Subaru WRX,2020,92226,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,48, BMW X,2020,35706,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,86, Subaru WRX,2018,92226,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,18, BMW X,2012,35706,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,56, Subaru WRX,2017,92226,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,30, BMW X,2018,35706,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,43, Subaru WRX,2020,92226,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,57, BMW X,2020,35706,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,53, Nissan Versa,2022,9975,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,89, Acura MDX,2020,97268,22990.00,1570.22,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,59, Toyota RAV,2022,55735,22993.00,1570.42,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,32, Nissan Rogue,2021,36533,22993.00,1570.42,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,71, Nissan Rogue,2010,36533,22993.00,1570.42,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,77, Ford Escape,2022,32051,22993.00,1570.42,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,54, Ford Escape,2020,32051,22993.00,1570.42,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,82, Honda CR-V,2011,49625,22993.00,1570.42,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,51, Honda CR-V,2010,49625,22993.00,1570.42,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,19, Honda CR-V,2022,49625,22993.00,1570.42,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,58, Lincoln MKC,2020,54466,22999.00,1570.83,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,42, Nissan Rogue Sport,2011,48514,23035.00,1573.29,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,67, Nissan Murano,2022,57043,23050.00,1574.32,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,73, Nissan Rogue,2017,54891,23050.00,1574.32,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,64, Nissan Rogue,2014,54891,23050.00,1574.32,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,86, Jeep Compass,2014,45502,23051.00,1574.38,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,59, Jeep Compass,2010,45502,23051.00,1574.38,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,65, Buick Encore GX,2011,36626,23051.00,1574.38,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,77, Nissan Rogue,2020,51755,23061.00,1575.07,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,51, Nissan Rogue,2011,51755,23061.00,1575.07,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,47, Chevrolet Trailblazer,2010,51166,23075.00,1576.02,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,45, Nissan Rogue,2022,48236,23099.00,1577.66,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,50, Nissan Rogue,2015,48236,23099.00,1577.66,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,36, Nissan Altima,2014,46187,23100.00,1577.73,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,58, MAZDA CX-,2015,43294,23141.00,1580.53,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,57, MAZDA CX-,2012,43294,23141.00,1580.53,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Masculino,28, MAZDA CX-,2018,43294,23141.00,1580.53,Incluye daños al vehículo del propietario
zona 1 fuera de la ciudad,Femenino,25, Jeep Compass,2015,40365,23148.00,1581.01,Incluye daños al vehículo del propietario
